cluster_number,day_of_week,month_of_year,department_id,demand,meand_demand,std_demand
1006,3,7,4,11,9.666666667,8.189424074
1006,3,7,4,4,9.666666667,8.189424074
1006,3,7,4,25,9.666666667,8.189424074
1007,3,7,5,77,75.8,19.01841213
1007,3,7,5,94,75.8,19.01841213
1007,3,7,5,95,75.8,19.01841213
1007,3,7,5,57,75.8,19.01841213
1007,3,7,5,56,75.8,19.01841213
1008,3,7,6,7,24,17.35895542
1008,3,7,6,22,24,17.35895542
1008,3,7,6,17,24,17.35895542
1008,3,7,6,16,24,17.35895542
1008,3,7,6,12,24,17.35895542
1008,3,7,6,57,24,17.35895542
1008,3,7,6,37,24,17.35895542
1009,3,7,7,179,81.125,42.6696195
1009,3,7,7,42,81.125,42.6696195
1009,3,7,7,77,81.125,42.6696195
1009,3,7,7,86,81.125,42.6696195
1009,3,7,7,62,81.125,42.6696195
1009,3,7,7,89,81.125,42.6696195
1009,3,7,7,56,81.125,42.6696195
1009,3,7,7,58,81.125,42.6696195
1010,3,7,8,101,54.5,28.28957405
1010,3,7,8,46,54.5,28.28957405
1010,3,7,8,74,54.5,28.28957405
1010,3,7,8,30,54.5,28.28957405
1010,3,7,8,27,54.5,28.28957405
1010,3,7,8,49,54.5,28.28957405
1011,3,7,9,203,159,94.45422172
1011,3,7,9,126,159,94.45422172
1011,3,7,9,116,159,94.45422172
1011,3,7,9,52,159,94.45422172
1011,3,7,9,132,159,94.45422172
1011,3,7,9,325,159,94.45422172
1012,3,8,10,123,135.6,69.98071163
1012,3,8,10,205,135.6,69.98071163
1012,3,8,10,44,135.6,69.98071163
1012,3,8,10,100,135.6,69.98071163
1012,3,8,10,206,135.6,69.98071163
1013,3,8,11,283,146.2857143,73.51125602
1013,3,8,11,109,146.2857143,73.51125602
1013,3,8,11,160,146.2857143,73.51125602
1013,3,8,11,124,146.2857143,73.51125602
1013,3,8,11,193,146.2857143,73.51125602
1013,3,8,11,75,146.2857143,73.51125602
1013,3,8,11,80,146.2857143,73.51125602
1014,3,8,12,91,72.4,37.40053476
1014,3,8,12,32,72.4,37.40053476
1014,3,8,12,127,72.4,37.40053476
1014,3,8,12,49,72.4,37.40053476
1014,3,8,12,63,72.4,37.40053476
1015,3,8,13,31,32.75,19.9394918
1015,3,8,13,24,32.75,19.9394918
1015,3,8,13,15,32.75,19.9394918
1015,3,8,13,61,32.75,19.9394918
1016,3,8,14,11,21.6,8.619744776
1016,3,8,14,18,21.6,8.619744776
1016,3,8,14,30,21.6,8.619744776
1016,3,8,14,18,21.6,8.619744776
1016,3,8,14,31,21.6,8.619744776
1017,3,8,15,53,48,19.97498436
1017,3,8,15,65,48,19.97498436
1017,3,8,15,26,48,19.97498436
1018,3,8,16,23,67.66666667,40.97641598
1018,3,8,16,121,67.66666667,40.97641598
1018,3,8,16,117,67.66666667,40.97641598
1018,3,8,16,48,67.66666667,40.97641598
1018,3,8,16,48,67.66666667,40.97641598
1018,3,8,16,49,67.66666667,40.97641598
1019,3,8,17,51,47,21.02379604
1019,3,8,17,81,47,21.02379604
1019,3,8,17,51,47,21.02379604
1019,3,8,17,36,47,21.02379604
1019,3,8,17,46,47,21.02379604
1019,3,8,17,17,47,21.02379604
1020,3,8,18,95,95,52.23664104
1020,3,8,18,86,95,52.23664104
1020,3,8,18,163,95,52.23664104
1020,3,8,18,36,95,52.23664104
1021,3,8,19,4,7.25,8.539125638
1021,3,8,19,20,7.25,8.539125638
1021,3,8,19,2,7.25,8.539125638
1021,3,8,19,3,7.25,8.539125638
1022,3,8,2,68,220.4,136.4122429
1022,3,8,2,410,220.4,136.4122429
1022,3,8,2,173,220.4,136.4122429
1022,3,8,2,145,220.4,136.4122429
1022,3,8,2,306,220.4,136.4122429
1023,3,8,20,16,19.6,8.988882022
1023,3,8,20,17,19.6,8.988882022
1023,3,8,20,23,19.6,8.988882022
1023,3,8,20,33,19.6,8.988882022
1023,3,8,20,9,19.6,8.988882022
1024,3,8,21,5,5,2.160246899
1024,3,8,21,3,5,2.160246899
1024,3,8,21,4,5,2.160246899
1024,3,8,21,8,5,2.160246899
1025,3,8,22,13,11.8,2.949576241
1025,3,8,22,9,11.8,2.949576241
1025,3,8,22,9,11.8,2.949576241
1025,3,8,22,16,11.8,2.949576241
1025,3,8,22,12,11.8,2.949576241
1026,3,8,23,10,18.66666667,11.71893055
1026,3,8,23,32,18.66666667,11.71893055
1026,3,8,23,14,18.66666667,11.71893055
1027,3,8,3,8,10.33333333,13.69184672
1027,3,8,3,3,10.33333333,13.69184672
1027,3,8,3,4,10.33333333,13.69184672
1027,3,8,3,6,10.33333333,13.69184672
1027,3,8,3,3,10.33333333,13.69184672
1027,3,8,3,38,10.33333333,13.69184672
1028,3,8,4,10,9.285714286,6.750661343
1028,3,8,4,7,9.285714286,6.750661343
1028,3,8,4,4,9.285714286,6.750661343
1028,3,8,4,4,9.285714286,6.750661343
1028,3,8,4,14,9.285714286,6.750661343
1028,3,8,4,4,9.285714286,6.750661343
1028,3,8,4,22,9.285714286,6.750661343
1029,3,8,5,129,112.6,62.20369764
1029,3,8,5,96,112.6,62.20369764
1029,3,8,5,209,112.6,62.20369764
1029,3,8,5,87,112.6,62.20369764
1029,3,8,5,42,112.6,62.20369764
1030,3,8,6,7,26.33333333,22.57136829
1030,3,8,6,20,26.33333333,22.57136829
1030,3,8,6,7,26.33333333,22.57136829
1030,3,8,6,25,26.33333333,22.57136829
1030,3,8,6,31,26.33333333,22.57136829
1030,3,8,6,68,26.33333333,22.57136829
1031,3,8,7,47,71.66666667,67.91072571
1031,3,8,7,48,71.66666667,67.91072571
1031,3,8,7,69,71.66666667,67.91072571
1031,3,8,7,207,71.66666667,67.91072571
1031,3,8,7,27,71.66666667,67.91072571
1031,3,8,7,32,71.66666667,67.91072571
1032,3,8,8,17,41,21.16601049
1032,3,8,8,57,41,21.16601049
1032,3,8,8,49,41,21.16601049
1033,3,8,9,127,103.4,42.52411081
1033,3,8,9,166,103.4,42.52411081
1033,3,8,9,81,103.4,42.52411081
1033,3,8,9,61,103.4,42.52411081
1033,3,8,9,82,103.4,42.52411081
1034,3,9,10,55,135.875,99.21612412
1034,3,9,10,188,135.875,99.21612412
1034,3,9,10,224,135.875,99.21612412
1034,3,9,10,83,135.875,99.21612412
1034,3,9,10,6,135.875,99.21612412
1034,3,9,10,176,135.875,99.21612412
1034,3,9,10,61,135.875,99.21612412
1034,3,9,10,294,135.875,99.21612412
1035,3,9,11,64,93.375,72.22769057
1035,3,9,11,51,93.375,72.22769057
1035,3,9,11,131,93.375,72.22769057
1035,3,9,11,52,93.375,72.22769057
1035,3,9,11,221,93.375,72.22769057
1035,3,9,11,1,93.375,72.22769057
1035,3,9,11,164,93.375,72.22769057
1035,3,9,11,63,93.375,72.22769057
1036,3,9,12,59,56.71428571,50.65476051
1036,3,9,12,18,56.71428571,50.65476051
1036,3,9,12,32,56.71428571,50.65476051
1036,3,9,12,145,56.71428571,50.65476051
1036,3,9,12,103,56.71428571,50.65476051
1036,3,9,12,38,56.71428571,50.65476051
1036,3,9,12,2,56.71428571,50.65476051
1037,3,9,13,55,50.33333333,34.67948481
1037,3,9,13,81,50.33333333,34.67948481
1037,3,9,13,18,50.33333333,34.67948481
1037,3,9,13,40,50.33333333,34.67948481
1037,3,9,13,98,50.33333333,34.67948481
1037,3,9,13,10,50.33333333,34.67948481
1038,3,9,14,2,16.88888889,15.26797665
1038,3,9,14,28,16.88888889,15.26797665
1038,3,9,14,6,16.88888889,15.26797665
1038,3,9,14,19,16.88888889,15.26797665
1038,3,9,14,6,16.88888889,15.26797665
1038,3,9,14,4,16.88888889,15.26797665
1038,3,9,14,25,16.88888889,15.26797665
1038,3,9,14,13,16.88888889,15.26797665
1038,3,9,14,49,16.88888889,15.26797665
1039,3,9,15,25,34.57142857,21.5782077
1039,3,9,15,61,34.57142857,21.5782077
1039,3,9,15,22,34.57142857,21.5782077
1039,3,9,15,46,34.57142857,21.5782077
1039,3,9,15,9,34.57142857,21.5782077
1039,3,9,15,62,34.57142857,21.5782077
1039,3,9,15,17,34.57142857,21.5782077
1040,3,9,16,38,92.42857143,63.72298681
1040,3,9,16,53,92.42857143,63.72298681
1040,3,9,16,95,92.42857143,63.72298681
1040,3,9,16,191,92.42857143,63.72298681
1040,3,9,16,86,92.42857143,63.72298681
1040,3,9,16,163,92.42857143,63.72298681
1040,3,9,16,21,92.42857143,63.72298681
1041,3,9,17,59,29.14285714,18.28869023
1041,3,9,17,2,29.14285714,18.28869023
1041,3,9,17,38,29.14285714,18.28869023
1041,3,9,17,30,29.14285714,18.28869023
1041,3,9,17,23,29.14285714,18.28869023
1041,3,9,17,15,29.14285714,18.28869023
1041,3,9,17,37,29.14285714,18.28869023
1042,3,9,18,81,88.5,68.66367307
1042,3,9,18,60,88.5,68.66367307
1042,3,9,18,35,88.5,68.66367307
1042,3,9,18,112,88.5,68.66367307
1042,3,9,18,29,88.5,68.66367307
1042,3,9,18,214,88.5,68.66367307
1043,3,9,19,3,9,6.350852961
1043,3,9,19,20,9,6.350852961
1043,3,9,19,13,9,6.350852961
1043,3,9,19,9,9,6.350852961
1043,3,9,19,11,9,6.350852961
1043,3,9,19,2,9,6.350852961
1043,3,9,19,5,9,6.350852961
1044,3,9,2,105,78.6,49.98299711
1044,3,9,2,132,78.6,49.98299711
1044,3,9,2,63,78.6,49.98299711
1044,3,9,2,92,78.6,49.98299711
1044,3,9,2,1,78.6,49.98299711
1045,3,9,20,6,20.66666667,18.2610697
1045,3,9,20,24,20.66666667,18.2610697
1045,3,9,20,38,20.66666667,18.2610697
1045,3,9,20,7,20.66666667,18.2610697
1045,3,9,20,46,20.66666667,18.2610697
1045,3,9,20,3,20.66666667,18.2610697
1046,3,9,21,7,5.8,1.788854382
1046,3,9,21,7,5.8,1.788854382
1046,3,9,21,3,5.8,1.788854382
1046,3,9,21,7,5.8,1.788854382
1046,3,9,21,5,5.8,1.788854382
1047,3,9,22,3,12,7.071067812
1047,3,9,22,11,12,7.071067812
1047,3,9,22,20,12,7.071067812
1047,3,9,22,14,12,7.071067812
1048,3,9,23,11,19.71428571,11.13125159
1048,3,9,23,11,19.71428571,11.13125159
1048,3,9,23,23,19.71428571,11.13125159
1048,3,9,23,12,19.71428571,11.13125159
1048,3,9,23,38,19.71428571,11.13125159
1048,3,9,23,12,19.71428571,11.13125159
1048,3,9,23,31,19.71428571,11.13125159
1049,3,9,3,15,12.33333333,8.326663998
1049,3,9,3,19,12.33333333,8.326663998
1049,3,9,3,3,12.33333333,8.326663998
1050,3,9,4,10,12.25,10.90489187
1050,3,9,4,8,12.25,10.90489187
1050,3,9,4,28,12.25,10.90489187
1050,3,9,4,3,12.25,10.90489187
1051,3,9,5,2,95,71.17985269
1051,3,9,5,118,95,71.17985269
1051,3,9,5,120,95,71.17985269
1051,3,9,5,76,95,71.17985269
1051,3,9,5,29,95,71.17985269
1051,3,9,5,138,95,71.17985269
1051,3,9,5,51,95,71.17985269
1051,3,9,5,226,95,71.17985269
1052,3,9,6,6,27,22.47538336
1052,3,9,6,49,27,22.47538336
1052,3,9,6,45,27,22.47538336
1052,3,9,6,4,27,22.47538336
1052,3,9,6,2,27,22.47538336
1052,3,9,6,46,27,22.47538336
1052,3,9,6,13,27,22.47538336
1052,3,9,6,51,27,22.47538336
1053,3,9,7,50,80.25,59.03933314
1053,3,9,7,121,80.25,59.03933314
1053,3,9,7,47,80.25,59.03933314
1053,3,9,7,49,80.25,59.03933314
1053,3,9,7,95,80.25,59.03933314
1053,3,9,7,2,80.25,59.03933314
1053,3,9,7,196,80.25,59.03933314
1053,3,9,7,82,80.25,59.03933314
1054,3,9,8,8,51.6,43.206481
1054,3,9,8,29,51.6,43.206481
1054,3,9,8,119,51.6,43.206481
1054,3,9,8,35,51.6,43.206481
1054,3,9,8,67,51.6,43.206481
1055,3,9,9,127,95.57142857,67.86225545
1055,3,9,9,199,95.57142857,67.86225545
1055,3,9,9,55,95.57142857,67.86225545
1055,3,9,9,158,95.57142857,67.86225545
1055,3,9,9,65,95.57142857,67.86225545
1055,3,9,9,5,95.57142857,67.86225545
1055,3,9,9,60,95.57142857,67.86225545
1056,4,0,10,48,101,52.16640043
1056,4,0,10,118,101,52.16640043
1056,4,0,10,166,101,52.16640043
1056,4,0,10,72,101,52.16640043
1057,4,0,11,194,112.4285714,88.3079029
1057,4,0,11,163,112.4285714,88.3079029
1057,4,0,11,240,112.4285714,88.3079029
1057,4,0,11,95,112.4285714,88.3079029
1057,4,0,11,39,112.4285714,88.3079029
1057,4,0,11,54,112.4285714,88.3079029
1057,4,0,11,2,112.4285714,88.3079029
1058,4,0,12,31,55.5,35.18116379
1058,4,0,12,17,55.5,35.18116379
1058,4,0,12,63,55.5,35.18116379
1058,4,0,12,34,55.5,35.18116379
1058,4,0,12,21,55.5,35.18116379
1058,4,0,12,107,55.5,35.18116379
1058,4,0,12,71,55.5,35.18116379
1058,4,0,12,100,55.5,35.18116379
1059,4,0,13,31,26.6,18.60913754
1059,4,0,13,13,26.6,18.60913754
1059,4,0,13,56,26.6,18.60913754
1059,4,0,13,9,26.6,18.60913754
1059,4,0,13,24,26.6,18.60913754
1060,4,0,14,27,17.14285714,10.74598485
1060,4,0,14,12,17.14285714,10.74598485
1060,4,0,14,11,17.14285714,10.74598485
1060,4,0,14,22,17.14285714,10.74598485
1060,4,0,14,10,17.14285714,10.74598485
1060,4,0,14,4,17.14285714,10.74598485
1060,4,0,14,34,17.14285714,10.74598485
1061,4,0,15,41,28.85714286,23.07544562
1061,4,0,15,17,28.85714286,23.07544562
1061,4,0,15,1,28.85714286,23.07544562
1061,4,0,15,32,28.85714286,23.07544562
1061,4,0,15,68,28.85714286,23.07544562
1061,4,0,15,37,28.85714286,23.07544562
1061,4,0,15,6,28.85714286,23.07544562
1062,4,0,16,85,62,42.98546266
1062,4,0,16,4,62,42.98546266
1062,4,0,16,113,62,42.98546266
1062,4,0,16,133,62,42.98546266
1062,4,0,16,39,62,42.98546266
1062,4,0,16,30,62,42.98546266
1062,4,0,16,25,62,42.98546266
1062,4,0,16,52,62,42.98546266
1062,4,0,16,77,62,42.98546266
1063,4,0,17,34,25.16666667,15.70244142
1063,4,0,17,19,25.16666667,15.70244142
1063,4,0,17,44,25.16666667,15.70244142
1063,4,0,17,38,25.16666667,15.70244142
1063,4,0,17,10,25.16666667,15.70244142
1063,4,0,17,6,25.16666667,15.70244142
1064,4,0,18,138,71.625,44.50341078
1064,4,0,18,84,71.625,44.50341078
1064,4,0,18,104,71.625,44.50341078
1064,4,0,18,50,71.625,44.50341078
1064,4,0,18,110,71.625,44.50341078
1064,4,0,18,40,71.625,44.50341078
1064,4,0,18,42,71.625,44.50341078
1064,4,0,18,5,71.625,44.50341078
1065,4,0,19,10,4.5,3.785938897
1065,4,0,19,2,4.5,3.785938897
1065,4,0,19,4,4.5,3.785938897
1065,4,0,19,2,4.5,3.785938897
1066,4,0,2,119,106.6666667,76.67246355
1066,4,0,2,218,106.6666667,76.67246355
1066,4,0,2,3,106.6666667,76.67246355
1066,4,0,2,79,106.6666667,76.67246355
1066,4,0,2,162,106.6666667,76.67246355
1066,4,0,2,59,106.6666667,76.67246355
1067,4,0,20,12,14.83333333,7.626707459
1067,4,0,20,5,14.83333333,7.626707459
1067,4,0,20,26,14.83333333,7.626707459
1067,4,0,20,18,14.83333333,7.626707459
1067,4,0,20,9,14.83333333,7.626707459
1067,4,0,20,19,14.83333333,7.626707459
1068,4,0,21,7,4.5,2.516611478
1068,4,0,21,1,4.5,2.516611478
1068,4,0,21,5,4.5,2.516611478
1068,4,0,21,5,4.5,2.516611478
1069,4,0,22,9,5.5,2.645751311
1069,4,0,22,3,5.5,2.645751311
1069,4,0,22,6,5.5,2.645751311
1069,4,0,22,4,5.5,2.645751311
1070,4,0,23,3,20,12.28006515
1070,4,0,23,32,20,12.28006515
1070,4,0,23,12,20,12.28006515
1070,4,0,23,14,20,12.28006515
1070,4,0,23,34,20,12.28006515
1070,4,0,23,25,20,12.28006515
1071,4,0,3,3,8.5,4.7644517
1071,4,0,3,12,8.5,4.7644517
1071,4,0,3,5,8.5,4.7644517
1071,4,0,3,16,8.5,4.7644517
1071,4,0,3,8,8.5,4.7644517
1071,4,0,3,7,8.5,4.7644517
1072,4,0,4,9,8.4,0.894427191
1072,4,0,4,9,8.4,0.894427191
1072,4,0,4,7,8.4,0.894427191
1072,4,0,4,8,8.4,0.894427191
1072,4,0,4,9,8.4,0.894427191
1073,4,0,5,77,66.66666667,54.88047619
1073,4,0,5,45,66.66666667,54.88047619
1073,4,0,5,19,66.66666667,54.88047619
1073,4,0,5,137,66.66666667,54.88047619
1073,4,0,5,1,66.66666667,54.88047619
1073,4,0,5,121,66.66666667,54.88047619
1074,4,0,6,42,21.28571429,15.96573712
1074,4,0,6,18,21.28571429,15.96573712
1074,4,0,6,17,21.28571429,15.96573712
1074,4,0,6,13,21.28571429,15.96573712
1074,4,0,6,11,21.28571429,15.96573712
1074,4,0,6,3,21.28571429,15.96573712
1074,4,0,6,45,21.28571429,15.96573712
1075,4,0,7,3,56.83333333,51.30074723
1075,4,0,7,143,56.83333333,51.30074723
1075,4,0,7,27,56.83333333,51.30074723
1075,4,0,7,38,56.83333333,51.30074723
1075,4,0,7,38,56.83333333,51.30074723
1075,4,0,7,92,56.83333333,51.30074723
1076,4,0,8,74,54.71428571,23.83774518
1076,4,0,8,38,54.71428571,23.83774518
1076,4,0,8,50,54.71428571,23.83774518
1076,4,0,8,24,54.71428571,23.83774518
1076,4,0,8,88,54.71428571,23.83774518
1076,4,0,8,73,54.71428571,23.83774518
1076,4,0,8,36,54.71428571,23.83774518
1077,4,0,9,191,110.6666667,81.48292255
1077,4,0,9,171,110.6666667,81.48292255
1077,4,0,9,42,110.6666667,81.48292255
1077,4,0,9,192,110.6666667,81.48292255
1077,4,0,9,37,110.6666667,81.48292255
1077,4,0,9,31,110.6666667,81.48292255
1078,4,1,10,301,195,111.2816247
1078,4,1,10,56,195,111.2816247
1078,4,1,10,121,195,111.2816247
1078,4,1,10,243,195,111.2816247
1078,4,1,10,120,195,111.2816247
1078,4,1,10,329,195,111.2816247
1079,4,1,11,325,203.75,116.9939457
1079,4,1,11,117,203.75,116.9939457
1079,4,1,11,91,203.75,116.9939457
1079,4,1,11,282,203.75,116.9939457
1080,4,1,12,85,97.33333333,70.06187741
1080,4,1,12,52,97.33333333,70.06187741
1080,4,1,12,60,97.33333333,70.06187741
1080,4,1,12,163,97.33333333,70.06187741
1080,4,1,12,22,97.33333333,70.06187741
1080,4,1,12,202,97.33333333,70.06187741
1081,4,1,13,20,50.42857143,32.62850054
1081,4,1,13,19,50.42857143,32.62850054
1081,4,1,13,52,50.42857143,32.62850054
1081,4,1,13,111,50.42857143,32.62850054
1081,4,1,13,49,50.42857143,32.62850054
1081,4,1,13,31,50.42857143,32.62850054
1081,4,1,13,71,50.42857143,32.62850054
1082,4,1,14,47,24.8,15.99062225
1082,4,1,14,18,24.8,15.99062225
1082,4,1,14,36,24.8,15.99062225
1082,4,1,14,13,24.8,15.99062225
1082,4,1,14,10,24.8,15.99062225
1083,4,1,15,49,52.8,16.58915308
1083,4,1,15,77,52.8,16.58915308
1083,4,1,15,61,52.8,16.58915308
1083,4,1,15,42,52.8,16.58915308
1083,4,1,15,35,52.8,16.58915308
1084,4,1,16,100,101.5,70.66753144
1084,4,1,16,56,101.5,70.66753144
1084,4,1,16,177,101.5,70.66753144
1084,4,1,16,195,101.5,70.66753144
1084,4,1,16,63,101.5,70.66753144
1084,4,1,16,18,101.5,70.66753144
1085,4,1,17,55,36,32.86335345
1085,4,1,17,82,36,32.86335345
1085,4,1,17,31,36,32.86335345
1085,4,1,17,3,36,32.86335345
1085,4,1,17,9,36,32.86335345
1086,4,1,18,192,106.4,80.89375748
1086,4,1,18,193,106.4,80.89375748
1086,4,1,18,23,106.4,80.89375748
1086,4,1,18,47,106.4,80.89375748
1086,4,1,18,77,106.4,80.89375748
1087,4,1,19,29,14.25,11.41271221
1087,4,1,19,17,14.25,11.41271221
1087,4,1,19,8,14.25,11.41271221
1087,4,1,19,3,14.25,11.41271221
1088,4,1,2,117,185,152.8806724
1088,4,1,2,160,185,152.8806724
1088,4,1,2,111,185,152.8806724
1088,4,1,2,454,185,152.8806724
1088,4,1,2,83,185,152.8806724
1089,4,1,20,49,46,34.59768778
1089,4,1,20,10,46,34.59768778
1089,4,1,20,79,46,34.59768778
1090,4,1,21,11,4.6,3.646916506
1090,4,1,21,4,4.6,3.646916506
1090,4,1,21,2,4.6,3.646916506
1090,4,1,21,3,4.6,3.646916506
1090,4,1,21,3,4.6,3.646916506
1091,4,1,22,6,11.6,7.733045972
1091,4,1,22,25,11.6,7.733045972
1091,4,1,22,7,11.6,7.733045972
1091,4,1,22,9,11.6,7.733045972
1091,4,1,22,11,11.6,7.733045972
1092,4,1,23,2,22,18.6868938
1092,4,1,23,10,22,18.6868938
1092,4,1,23,25,22,18.6868938
1092,4,1,23,56,22,18.6868938
1092,4,1,23,23,22,18.6868938
1092,4,1,23,16,22,18.6868938
1093,4,1,3,2,16.8,14.18449858
1093,4,1,3,39,16.8,14.18449858
1093,4,1,3,21,16.8,14.18449858
1093,4,1,3,9,16.8,14.18449858
1093,4,1,3,13,16.8,14.18449858
1094,4,1,4,25,14.4,10.06479011
1094,4,1,4,16,14.4,10.06479011
1094,4,1,4,4,14.4,10.06479011
1094,4,1,4,4,14.4,10.06479011
1094,4,1,4,23,14.4,10.06479011
1095,4,1,5,259,121.1666667,80.81934587
1095,4,1,5,161,121.1666667,80.81934587
1095,4,1,5,131,121.1666667,80.81934587
1095,4,1,5,68,121.1666667,80.81934587
1095,4,1,5,62,121.1666667,80.81934587
1095,4,1,5,46,121.1666667,80.81934587
1096,4,1,6,4,38.5,23.52658071
1096,4,1,6,60,38.5,23.52658071
1096,4,1,6,40,38.5,23.52658071
1096,4,1,6,64,38.5,23.52658071
1096,4,1,6,18,38.5,23.52658071
1096,4,1,6,45,38.5,23.52658071
1097,4,1,7,72,121,80.61265409
1097,4,1,7,199,121,80.61265409
1097,4,1,7,142,121,80.61265409
1097,4,1,7,83,121,80.61265409
1097,4,1,7,220,121,80.61265409
1097,4,1,7,10,121,80.61265409
1098,4,1,8,145,87.4,48.39214812
1098,4,1,8,52,87.4,48.39214812
1098,4,1,8,76,87.4,48.39214812
1098,4,1,8,130,87.4,48.39214812
1098,4,1,8,34,87.4,48.39214812
1099,4,1,9,298,174.1666667,115.3558263
1099,4,1,9,304,174.1666667,115.3558263
1099,4,1,9,87,174.1666667,115.3558263
1099,4,1,9,49,174.1666667,115.3558263
1099,4,1,9,225,174.1666667,115.3558263
1099,4,1,9,82,174.1666667,115.3558263
1100,4,10,10,63,163.625,89.45539591
1100,4,10,10,170,163.625,89.45539591
1100,4,10,10,193,163.625,89.45539591
1100,4,10,10,191,163.625,89.45539591
1100,4,10,10,158,163.625,89.45539591
1100,4,10,10,185,163.625,89.45539591
1100,4,10,10,27,163.625,89.45539591
1100,4,10,10,322,163.625,89.45539591
1101,4,10,11,53,114.3333333,69.07290834
1101,4,10,11,164,114.3333333,69.07290834
1101,4,10,11,6,114.3333333,69.07290834
1101,4,10,11,175,114.3333333,69.07290834
1101,4,10,11,159,114.3333333,69.07290834
1101,4,10,11,129,114.3333333,69.07290834
1102,4,10,12,117,76.71428571,40.92560032
1102,4,10,12,90,76.71428571,40.92560032
1102,4,10,12,45,76.71428571,40.92560032
1102,4,10,12,87,76.71428571,40.92560032
1102,4,10,12,77,76.71428571,40.92560032
1102,4,10,12,3,76.71428571,40.92560032
1102,4,10,12,118,76.71428571,40.92560032
1103,4,10,13,65,53.8,30.45816803
1103,4,10,13,20,53.8,30.45816803
1103,4,10,13,51,53.8,30.45816803
1103,4,10,13,34,53.8,30.45816803
1103,4,10,13,99,53.8,30.45816803
1104,4,10,14,19,24.33333333,12.92542714
1104,4,10,14,28,24.33333333,12.92542714
1104,4,10,14,33,24.33333333,12.92542714
1104,4,10,14,7,24.33333333,12.92542714
1104,4,10,14,16,24.33333333,12.92542714
1104,4,10,14,43,24.33333333,12.92542714
1105,4,10,15,57,31.6,18.91560203
1105,4,10,15,6,31.6,18.91560203
1105,4,10,15,41,31.6,18.91560203
1105,4,10,15,27,31.6,18.91560203
1105,4,10,15,27,31.6,18.91560203
1106,4,10,16,228,100.3333333,85.96200711
1106,4,10,16,168,100.3333333,85.96200711
1106,4,10,16,83,100.3333333,85.96200711
1106,4,10,16,99,100.3333333,85.96200711
1106,4,10,16,21,100.3333333,85.96200711
1106,4,10,16,3,100.3333333,85.96200711
1107,4,10,17,35,32.83333333,23.75219288
1107,4,10,17,30,32.83333333,23.75219288
1107,4,10,17,3,32.83333333,23.75219288
1107,4,10,17,11,32.83333333,23.75219288
1107,4,10,17,53,32.83333333,23.75219288
1107,4,10,17,65,32.83333333,23.75219288
1108,4,10,18,97,117.4,75.96578177
1108,4,10,18,7,117.4,75.96578177
1108,4,10,18,127,117.4,75.96578177
1108,4,10,18,139,117.4,75.96578177
1108,4,10,18,217,117.4,75.96578177
1109,4,10,19,9,7.6,3.847076812
1109,4,10,19,11,7.6,3.847076812
1109,4,10,19,11,7.6,3.847076812
1109,4,10,19,4,7.6,3.847076812
1109,4,10,19,3,7.6,3.847076812
1110,4,10,2,283,209.25,128.5254283
1110,4,10,2,204,209.25,128.5254283
1110,4,10,2,464,209.25,128.5254283
1110,4,10,2,104,209.25,128.5254283
1110,4,10,2,199,209.25,128.5254283
1110,4,10,2,27,209.25,128.5254283
1110,4,10,2,213,209.25,128.5254283
1110,4,10,2,180,209.25,128.5254283
1111,4,10,20,16,25.33333333,20.81986231
1111,4,10,20,3,25.33333333,20.81986231
1111,4,10,20,62,25.33333333,20.81986231
1111,4,10,20,18,25.33333333,20.81986231
1111,4,10,20,36,25.33333333,20.81986231
1111,4,10,20,17,25.33333333,20.81986231
1112,4,10,21,15,5.166666667,5.036533199
1112,4,10,21,2,5.166666667,5.036533199
1112,4,10,21,3,5.166666667,5.036533199
1112,4,10,21,2,5.166666667,5.036533199
1112,4,10,21,3,5.166666667,5.036533199
1112,4,10,21,6,5.166666667,5.036533199
1113,4,10,22,4,9.285714286,6.102302454
1113,4,10,22,20,9.285714286,6.102302454
1113,4,10,22,4,9.285714286,6.102302454
1113,4,10,22,3,9.285714286,6.102302454
1113,4,10,22,11,9.285714286,6.102302454
1113,4,10,22,12,9.285714286,6.102302454
1113,4,10,22,11,9.285714286,6.102302454
1114,4,10,23,45,21.16666667,14.62076149
1114,4,10,23,11,21.16666667,14.62076149
1114,4,10,23,28,21.16666667,14.62076149
1114,4,10,23,23,21.16666667,14.62076149
1114,4,10,23,17,21.16666667,14.62076149
1114,4,10,23,3,21.16666667,14.62076149
1115,4,10,3,13,10.33333333,3.983298466
1115,4,10,3,11,10.33333333,3.983298466
1115,4,10,3,5,10.33333333,3.983298466
1115,4,10,3,16,10.33333333,3.983298466
1115,4,10,3,7,10.33333333,3.983298466
1115,4,10,3,10,10.33333333,3.983298466
1116,4,10,4,37,15.66666667,10.72691319
1116,4,10,4,8,15.66666667,10.72691319
1116,4,10,4,11,15.66666667,10.72691319
1116,4,10,4,10,15.66666667,10.72691319
1116,4,10,4,15,15.66666667,10.72691319
1116,4,10,4,13,15.66666667,10.72691319
1117,4,10,5,185,112,58.48504082
1117,4,10,5,156,112,58.48504082
1117,4,10,5,100,112,58.48504082
1117,4,10,5,79,112,58.48504082
1117,4,10,5,40,112,58.48504082
1118,4,10,6,31,24.33333333,18.07392228
1118,4,10,6,18,24.33333333,18.07392228
1118,4,10,6,19,24.33333333,18.07392228
1118,4,10,6,20,24.33333333,18.07392228
